ProviderID,Provider Name,Provider Address,City,Zip,Phone,Phone Ext,Hours,Material Handled,Service Description,Restrictions,Minimum Volume,Maximum Volume,Property Type,Fee,Pickup Allowed,Dropoff Allowed,Mail In Allowed,TIBN,eCycle,Location,Provider URL,Mapping Location,GeoLocation
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Concrete,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Drywall,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Reusable Building Materials,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Fluorescent Light Ballasts,Angels Junk Removal accepts fluorescent lights for recycling.,,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Wood,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Ferrous Metals,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Nonferrous Metals,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Gaming Devices,Accepts all video game consoles and accessories for recycling.,,no minimum,no maximum,Business,Free recycling.  Pickup services are available for businesses.  Please visit <a href=http://www.AmericanEcycling.com>www.AmericanEcycling.com</a> for more information.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Rechargeable Batteries,"Accepts rechargeable Li-ion, Ni-MH, and NiCad batteries only.  These are commonly found in laptop computers, cell phones, cameras, and power tools.","Will not accept alkaline batteries, button batteries or other battery chemistries.",none,none,Business,Rechargeable batteries are recycled for free.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,"Cell Phones, Smart Phones, Mobile Devices","Accepts cell phones, telephone systems, office phones and household phones.",,no minimum,no maximum,Business,Free recycling.  Pickup services available for businesses. Please visit <a href=http://www.AmericanEcycling.com>http://www.AmericanEcycling.com</a> for more information.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Audio Video and Camera equipment,"Accepts audio and video equipment such as stereos, CD players, receivers, amplifiers, boom boxes, and similar audio/video materials for recycling.",,no minimum,no maximum,Business,Free recycling.  Pickup services available for businesses. Please visit <a href=http://www.AmericanEcycling.com>http://www.AmericanEcycling.com</a> for more information,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Uninterruptible Power Supply (UPS) Batteries,Accepts uninterruptible power supply (UPS) units for recycling.,,no minimum,no maximum,Business,Rechargeable batteries are recycled for free.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Monitors,Accepts computer monitors for recycling.,,no minimum,no maximum,Business,Contact <a href=http://www.AmericanEcycling.com >www.AmericanEcycling.com </a>for more information.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,"Printers, Copiers, Fax Machines, Peripherals","Accepts printers, scanners, ""all-in-ones"" (printer, scanner, copier, fax machines), keyboards, mice and other computer peripherals for recycling.",,no minimum,no maximum,Business,Free recycling.  Pickup services are avaliable for businesses.  Please visit <a href=http://www.AmericanEcycling.com>http://www.AmericanEcycling.com</a> for more information.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,"Computers, Laptops, Tablets",Accepts computers and laptops for recycling.,,no minimum,no maximum,Business,Free of charge.  Please visit <a href=http://www.AmericanEcycling.com>www.AmericanEcycling.com</a> for more information.    ,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Inkjet Cartridges,Will recycle cartridges for free.,,,,Business,Free.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Toner Cartridges,Will recycle cartridges for free.,,,,Business,Free.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Ferrous Metals,Accepts metals for recycling.,,,,Business,,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,Nonferrous Metals,Accepts metals for recycling.,,,,Business,,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,"Air Conditioners, Heat Pumps",Angels removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make <a href=http://www.angelsjunkremoval.com/seattle-appliance-recycling.html>special arrangements</a>.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Other Major Appliances,Angels removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make <a href=http://www.angelsjunkremoval.com/seattle-appliance-recycling.html>special arrangements</a>.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,"Refrigerators, Freezers",Angels removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make <a href=http://www.angelsjunkremoval.com/seattle-appliance-recycling.html>special arrangements</a>.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Small Household Appliances,Angels removes and recycles all appliances that can be handled by a two person team. For extremely large units please call us to make <a href=http://www.angelsjunkremoval.com/seattle-appliance-recycling.html>special arrangements</a>.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Alkaline Batteries,Angels accepts batteries for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",Additional fees apply for automotive batteries.,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Button Batteries,Angels accepts batteries for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",Additional fees apply for automotive batteries.,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Motor Vehicle Batteries,Angels accepts all batteries for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",Additional fees apply for automotive batteries.,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Rechargeable Batteries,Angels accepts batteries for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",Additional fees apply for automotive batteries.,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Uninterruptible Power Supply (UPS) Batteries,Angels accepts batteries for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",Additional fees apply for automotive batteries.,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Barrels and Drums,Angel's Junk Removal accepts barrels and drums that can be handled by a two person team for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Carpet,Angels accepts <a href=http://www.angelsjunkremoval.com/carpet-removal-recycling.html>carpet and carpet related items</a> for removal: dry items can all be recycled. Carpet can be pulled out by team members when necessary.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Carpet Padding,Angels accepts <a href=http://www.angelsjunkremoval.com/carpet-removal-recycling.html>carpet and carpet related items</a> for removal: dry items can all be recycled. Carpet can be pulled out by team members when necessary.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",Call for prices.,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Cleaning Products,Angel's accepts cleaning products for removal and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",Call for prices.,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Acoustic Ceiling Tile,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Asphalt,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Asphalt Roofing,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Brick,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Concrete,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Drywall,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Fiberglass,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Plaster,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Porcelain,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Reusable Building Materials,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Rigid Foam Insulation Board,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Vermiculite Attic Insulation,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Wood,Angels removes construction and demolition debris. Items are separated for reuse and recycling.,We do not accept hazardous materials except ewaste and fluorescent lighting.,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
745,Angel's Junk Removal,Pick-up service only,,,(877) 744-5865,,Mon-Fri: 8am - 6pm,Yard Waste,Angels Junk Removal accepts yard waste for recycling.,,,,"Business, Residents",,TRUE,FALSE,FALSE,FALSE,FALSE,,http://www.angelsjunkremoval.com,Pick-up service only,Pick-up service only
